"","year","job","date","category","guest_name","Experience"
"437",2001,"actor","5/3/01","Acting","Robert Patrick",31
"438",2001,"film actor","5/30/01","Acting","Bradley Whitford",31
"439",2001,"actress","5/31/01","Acting","Leah Remini",31
"440",2001,"singer","5/7/01","Musician","Chris Robinson",31
"441",2001,"actor","5/8/01","Acting","James Van Der Beek",31
"442",2001,"Guitarist","5/9/01","Musician","Richie Sambora",31
"443",2001,"journalist","6/11/01","Media","Joe Queenan",31
"444",2001,"bass guitarist","6/12/01","Musician","Gene Simmons",31
"445",2001,"actor","6/13/01","Acting","David Duchovny",31
"446",2001,"journalist","6/14/01","Media","Jeff Greenfield",31
"447",2001,"actor","6/18/01","Acting","Martin Short",31
"448",2001,"actor","6/19/01","Acting","Michael Rapaport",31
"449",2001,"actor","6/20/01","Acting","Alec Baldwin",31
"450",2001,"Singer","6/21/01","Musician","Mí_a",31
"451",2001,"actor","6/25/01","Acting","Sam Robards",31
"452",2001,"stunt perfomrer","6/26/01","Acting","Johnny Knoxville",31
"453",2001,"film actor","6/27/01","Acting","Jet Li",31
"454",2001,"actress","6/28/01","Acting","Bridget Fonda",31
"455",2001,"comedian","6/4/01","Comedy","Jake Johannsen",31
"456",2001,"Stand-up comedian","6/5/01","Comedy","Richard Belzer",31
"457",2001,"television personality","6/6/01","Media","Al Roker",31
"458",2001,"stand-up comedian","6/7/01","Comedy","Bernie Mac",31
"459",2001,"Pop group","7/10/01","Musician","Spice Girls",31
"460",2001,"actor","7/11/01","Acting","James Woods",31
"461",2001,"actor","7/12/01","Acting","Vince Vaughn",31
"462",2001,"actor","7/16/01","Acting","Jon Favreau",31
"463",2001,"Journalist","7/17/01","Media","Maria Bartiromo",31
"464",2001,"actor","7/18/01","Acting","Edward Norton",31
"465",2001,"actor","7/19/01","Acting","Hank Azaria",31
"466",2001,"actor","7/23/01","Acting","Larry Miller",31
"467",2001,"actor","7/24/01","Acting","Paul Giamatti",31
"468",2001,"former us senator","7/25/01","Politician","Joe Lieberman",31
"469",2001,"us senator","7/26/01","Politician","John McCain",31
"470",2001,"actress","7/30/01","Acting","Jerri Manthey",31
"471",2001,"Film actor","7/31/01","Acting","Peter Krause",31
"472",2001,"actor","7/9/01","Acting","Sean Hayes",31
"473",2001,"actor","8/1/01","Acting","Jackie Chan",31
"474",2001,"writer","8/13/01","Media","David Rakoff",31
"475",2001,"actor","8/14/01","Acting","John Carpenter",31
"476",2001,"actor","8/15/01","Acting","Seth Green",31
"477",2001,"model","8/16/01","Media","Fabio",31
"478",2001,"film actress","8/2/01","Acting","Janeane Garofalo",31
"479",2001,"actor","8/20/01","Acting","Cuba Gooding Jr.",31
"480",2001,"actor","8/21/01","Acting","Griffin Dunne",31
"481",2001,"actor","8/22/01","Acting","Will Ferrell",31
"482",2001,"Screenwriter","8/23/01","Media","Kevin Smith",31
"483",2001,"actress","8/6/01","Acting","Andie MacDowell",31
"484",2001,"comedian","8/7/01","Comedy","Joe Rogan",31
"485",2001,"Model","8/8/01","Media","Tara Reid",31
"486",2001,"actor","8/9/01","Acting","Jason Biggs",31
"487",2001,"Rock band","9/10/01","Musician","They Might Be Giants",31
"488",2001,"guitarist","9/11/01","Musician","Dave Navarro",31
"489",2001,"essayist","9/24/01","Media","Frank Rich",31
"490",2001,"broadcaster","9/25/01","Media","Aaron Brown",31
"491",2001,"journalist","9/26/01","Media","Jeff Greenfield",31
"492",2001,"Rock duo","9/27/01","Musician","Tenacious D",31
"493",2002,"actor","1/10/02","Acting","Jack Black",32
"494",2002,"journalist","1/14/02","Media","Lesley Stahl",32
"495",2002,"actor","1/15/02","Acting","Ian McKellen",32
"496",2002,"actor","1/16/02","Acting","Colin Hanks",32
"497",2002,"actor","1/17/02","Acting","Jeremy Northam",32
"498",2002,"minister","1/21/02","Clergy","Al Sharpton",32
"499",2002,"actor","1/22/02","Acting","Anthony LaPaglia",32
"500",2002,"actor","1/23/02","Acting","Harold Ramis",32
"501",2002,"Journalist","1/24/02","Media","Sebastian Junger",32
"502",2002,"journalist","1/28/02","Media","Ron Insana",32
"503",2002,"novelist","1/29/02","Media","Elmore Leonard",32
"504",2002,"journalist","1/30/02","Media","John King",32
"505",2002,"actor","1/31/02","Acting","Jason Schwartzman",32
"506",2002,"actress","1/8/02","Acting","Anjelica Huston",32
"507",2002,"actor","1/9/02","Acting","Luke Wilson",32
"508",2002,"actor","10/1/02","Acting","Patrick Dempsey",32
"509",2002,"Host","10/10/02","Media","Oliver North",32
"510",2002,NA,"10/14/02",NA,"Road to Washington Special",32
"511",2002,"news anchor","10/15/02","media","Judy Woodruff",32
"512",2002,"Comedian","10/16/02","Comedy","Richard Lewis",32
"513",2002,"actor","10/17/02","Acting","Greg Kinnear",32
"514",2002,"actor","10/2/02","Acting","David Schwimmer",32
"515",2002,"former american senator","10/28/02","Politician","John Edwards",32
"516",2002,"assistant secretary of defense","10/29/02","Government","Victoria Clarke",32
"517",2002,"actress","10/3/02","Acting","Rita Wilson",32
"518",2002,"Former Assistant to the President for Communications","10/30/02","Political Aide","Pat Buchanan",32
"519",2002,"Broadcaster","10/31/02","Media","Ted Koppel",32
"520",2002,"actor","10/7/02","Acting","Jake Gyllenhaal",32
"521",2002,"actress","10/8/02","Acting","Jill Hennessy",32
"522",2002,"Journalist","10/9/02","Media","Peter Jennings",32
"523",2002,"journalist","11/12/02","Media","Alexandra Pelosi",32
"524",2002,"actor","11/13/02","Acting","Kiefer Sutherland",32
"525",2002,"actor","11/14/02","Acting","Tom Arnold",32
"526",2002,"rapper","11/18/02","Musician","Ja Rule",32
"527",2002,"former us representativ","11/19/02","Politician","Harold Ford",32
"528",2002,"journalist","11/20/02","Media","Catherine Crier",32
"529",2002,"actor","11/21/02","Acting","Kevin James",32
"530",2002,"singer-songwriter","11/4/02","Musician","Christina Aguilera",32
"531",2002,"us senator","11/5/02","Politician","John McCain",32
"532",2002,"news anchor","11/6/02","media","Candy Crowley",32
"533",2002,"singer-songwriter","11/7/02","Musician","Jakob Dylan",32
"534",2002,"Journalist","12/10/02","Media","Tom Brokaw",32
"535",2002,"actress","12/11/02","Acting","Sandra Bullock",32
"536",2002,"actress","12/12/02","Acting","Anna Paquin",32
"537",2002,"us senator","12/16/02","Politician","Charles Schumer",32
"538",2002,"basketball player","12/17/02","Athletics","Charles Barkley",32
"539",2002,"actor","12/18/02","Acting","Edward Norton",32
"540",2002,"actor","12/19/02","Acting","John Cusack",32
"541",2002,"actor","12/2/02","Acting","Andy Richter",32
"542",2002,"editor","12/3/02","Media","Katrina vanden Heuvel",32
"543",2002,"stand-up comedian","12/4/02","Comedy","Colin Quinn",32
"544",2002,"actor","12/5/02","Acting","Rob Schneider",32
"545",2002,"former vice president","12/9/02","Politician","Al Gore",32
"546",2002,"actor","2/11/02","Acting","Scott Bakula",32
"547",2002,"television personality","2/12/02","Media","John Stossel",32
"548",2002,"activist","2/13/02","Advocacy","Ralph Nader",32
"549",2002,"actress","2/14/02","Acting","Rebecca Romijn",32
"550",2002,"actress","2/19/02","Acting","Jeri Ryan",32
"551",2002,"editor","2/20/02","Media","Bethany McLean",32
"552",2002,"Filmmaker","2/21/02","Media","Michael Moore",32
"553",2002,"Film director","2/4/02","Media","Ron Howard",32
"554",2002,"commentator","2/5/02","Media","Greta Van Susteren",32
"555",2002,"rapper","2/6/02","Musician","LL Cool J",32
"556",2002,"singer-songwriter","2/7/02","Musician","Barry Manilow",32
"557",2002,"actress","3/11/02","Acting","Bea Arthur",32
"558",2002,"actor","3/12/02","Acting","Denis Leary",32
"559",2002,"journalist","3/13/02","Media","Joe Klein",32
"560",2002,"television host","3/14/02","Media","Bill O'Reilly",32
"561",2002,"actor","3/18/02","Acting","Andy Richter",32
"562",2002,"us senator","3/19/02","Politician","John McCain",32
"563",2002,"actor","3/20/02","Acting","John Leguizamo",32
"564",2002,"actor","3/21/02","Acting","Aidan Quinn",32
"565",2002,"journalist","3/4/02","Media","David Remnick",32
"566",2002,"Comedian","3/5/02","Comedy","Richard Lewis",32
"567",2002,"actress","3/6/02","Acting","Milla Jovovich",32
"568",2002,"actor","3/7/02","Acting","Tom Arnold",32
"569",2002,"Journalist","4/1/02","Media","Paula Zahn",32
"570",2002,"actress","4/10/02","Acting","Patricia Arquette",32
"571",2002,"rock band","4/11/02","Musician","The Goo Goo Dolls",32
"572",2002,"actor","4/15/02","Acting","Samuel L. Jackson",32
"573",2002,"editor","4/16/02","Media","Lisa Beyer",32
"574",2002,"Model","4/17/02","Media","Tara Reid",32
"575",2002,"actor","4/18/02","Acting","Richard Dreyfuss",32
"576",2002,"journalist","4/2/02","Media","David Brock",32
"577",2002,"actor","4/22/02","Acting","Michael Clarke Duncan",32
"578",2002,"actor","4/23/02","Acting","Beau Bridges",32
"579",2002,"singer-songwriter","4/24/02","Musician","Elvis Costello",32
"580",2002,"journalist","4/25/02","Media","H.W. Crocker III",32
"581",2002,"editor","4/29/02","Media","Susan Caskie",32
"582",2002,"actor","4/3/02","Acting","Jon Favreau",32
"583",2002,"singer-songwriter","4/30/02","Musician","Alanis Morissette",32
"584",2002,"actress","4/4/02","Acting","Ashley Judd",32
"585",2002,"actor","4/8/02","Acting","Tony Danza",32
"586",2002,"news anchor","4/9/02","media","Judy Woodruff",32
"587",2002,"Broadcaster","5/1/02","Media","Robin Roberts",32
"588",2002,"Singer-songwriter","5/13/02","Musician","Moby",32
"589",2002,"actor","5/14/02","Acting","Liev Schreiber",32
"590",2002,"actor","5/15/02","Acting","Rupert Everett",32
"591",2002,"actress","5/16/02","Acting","Allison Janney",32
"592",2002,"actor","5/2/02","Acting","Willem Dafoe",32
"593",2002,NA,"5/23/02",NA,"Matt Walsh Goes To Hawaii",32
"594",2002,"actor","5/6/02","Acting","Simon Baker",32
"595",2002,"Writer","5/7/02","Media","Mark Bowden",32
"596",2002,"actress","5/8/02","Acting","Diane Lane",32
"597",2002,"actor","5/9/02","Acting","David Boreanaz",32
"598",2002,"actor","6/11/02","Acting","Val Kilmer",32
"599",2002,"Former Mayor of New York City","6/12/02","Politician","Michael Bloomberg",32
"600",2002,"author","6/13/02","Media","Joseph Cirincione",32
"601",2002,"actor","6/17/02","Acting","Freddie Prinze Jr.",32
"602",2002,"actor","6/18/02","Acting","Christian Slater",32
"603",2002,"journalist","6/19/02","Media","Cynthia McFadden",32
"604",2002,"stand-up comedian","6/20/02","Comedy","David Cross Bob Odenkirk",32
"605",2002,"actor","6/20/02","Acting","David Cross Bob Odenkirk",32
"606",2002,"actor","6/24/02","Acting","Colin Farrell",32
"607",2002,"lawyer","6/25/02","Misc","David Scheffer",32
"608",2002,"actor","6/26/02","Acting","Paul Sorvino",32
"609",2002,"soccer player","6/27/02","Athletics","Clint Mathis",32
"610",2002,"actor","6/3/02","Acting","Colin Firth",32
"611",2002,"journalist","6/4/02","Media","Ashleigh Banfield",32
"612",2002,"actor","6/6/02","Acting","Charles Grodin",32
"613",2002,"rapper","7/10/02","Musician","Busta Rhymes",32
"614",2002,"television Personality","7/11/02","Media","Steve Irwin",32
"615",2002,"actor","7/15/02","Acting","John Ritter",32
"616",2002,"actress","7/16/02","Acting","Michelle Williams",32
"617",2002,"commentator","7/17/02","Media","Ann Coulter",32
"618",2002,"actress","7/18/02","Acting","Natasha Henstridge",32
"619",2002,"actor","7/22/02","Acting","Regis Philbin",32
"620",2002,"actor","7/23/02","Acting","Tim Blake Nelson",32
"621",2002,"actor","7/24/02","Acting","Steven Weber",32
"622",2002,"actor","7/25/02","Acting","Seth Green",32
"623",2002,"actress","7/29/02","Acting","Cynthia Nixon",32
"624",2002,"actor","7/30/02","Acting","Robert Wagner",32
"625",2002,"Comedian","7/31/02","Comedy","Martin Lawrence",32
"626",2002,"actor","7/8/02","Acting","Adam Sandler",32
"627",2002,"journalist","7/9/02","Media","John King",32
"628",2002,"actor","8/1/02","Acting","Mike Myers",32
"629",2002,"actor","8/12/02","Acting","Michael C. Hall",32
"630",2002,"Critic","8/13/02","Media","Scott Ritter",32
"631",2002,"actor","8/14/02","Acting","Kevin Nealon",32
"632",2002,"Journalist","8/15/02","Media","Rich Eisen",32
"633",2002,"actor","8/19/02","Acting","Denis Leary",32
"634",2002,"journalist","8/20/02","Media","Jim Lehrer",32
"635",2002,"actor","8/21/02","Acting","Robin Williams",32
"636",2002,"actor","8/22/02","Acting","Matthew Perry",32
"637",2002,"us senator","8/5/02","Politician","Charles Schumer",32
"638",2002,"actor","8/6/02","Acting","Antonio Banderas",32
"639",2002,"actor","8/7/02","Acting","Vin Diesel",32
"640",2002,"actor","8/8/02","Acting","Paul Rudd",32
"641",2002,"actor","9/10/02","Acting","Zach Braff",32
"642",2002,"Author","9/12/02","Media","Sarah Vowell",32
"643",2002,"journalist","9/16/02","Media","John Miller",32
"644",2002,"actor","9/17/02","Acting","Jason Lee",32
"645",2002,"actor","9/18/02","Acting","Damon Wayans",32
"646",2002,"actor","9/19/02","Acting","Djimon Hounsou",32
"647",2002,"actress","9/24/02","Acting","Kate Hudson",32
"648",2002,"white house sommunications director","9/25/02","Political Aide","George Stephanopoulos",32
"649",2002,"actress","9/26/02","Acting","Goldie Hawn",32
"650",2002,"actress","9/30/02","Acting","Bonnie Hunt",32
"651",2002,"actress","9/9/02","Acting","Lorraine Bracco",32
"652",2003,"actress","1/13/03","Acting","Kathy Bates",33
"653",2003,"Filmmaker","1/14/03","Media","Michael Moore",33
"654",2003,"comedian","1/15/03","Comedy","Dave Chappelle",33
"655",2003,"former us senator","1/16/03","Politician","Joseph Lieberman",33
"656",2003,"television host","1/20/03","Media","Merv Griffin",33
"657",2003,"television producer","1/21/03","Media","Simon Cowell",33
"658",2003,"actor","1/22/03","Acting","John C. Reilly",33
"659",2003,"television host","1/23/03","Media","Jimmy Kimmel",33
"660",2003,"actress","1/27/03","Acting","Rosie Perez",33
"661",2003,"actor","1/28/03","Acting","Sam Rockwell",33
"662",2003,"journalist","1/29/03","Media","Jeff Greenfield",33
"663",2003,"actor","1/30/03","Acting","Laurence Fishburne",33
"664",2003,"actress","1/7/03","Acting","Cameron Diaz",33
"665",2003,"actor","1/8/03","Acting","Ray Liotta",33
"666",2003,"actor","1/9/03","Acting","Philip Seymour Hoffman",33
"667",2003,"actress","10/1/03","Acting","Vivica A. Fox",33
"668",2003,"actor","10/2/03","Acting","Rob Lowe",33
"669",2003,"former national security advisio\r","10/20/03","Government","Henry Kissinger",33
"670",2003,"actress","10/21/03","Acting","Angelina Jolie",33
"671",2003,"Writer","10/22/03","Media","Walter Isaacson",33
"672",2003,"actor","10/23/03","Acting","Anthony Hopkins",33
"673",2003,"actor","10/27/03","Acting","Ted Danson",33
"674",2003,"Comedian","10/28/03","Comedy","Wanda Sykes",33
"675",2003,"Stand-up comedian","10/29/03","Comedy","Norm Macdonald",33
"676",2003,"Novelist","10/30/03","Media","Neal Pollack",33
"677",2003,"Filmmaker","10/6/03","Media","Michael Moore",33
"678",2003,"actor","10/7/03","Acting","Ronny Cox Marc Singer Robert Amstler Arianna Huffington",33
"679",2003,"us senator","10/8/03","Politician","Sen. Hillary Clinton",33
"680",2003,"actor","10/9/03","Acting","Tim Robbins",33
"681",2003,"actor","11/10/03","Acting","Will Ferrell",33
"682",2003,"actor","11/11/03","Acting","Peter Dinklage",33
"683",2003,"Rapper","11/12/03","Musician","Wyclef Jean",33
"684",2003,"actor","11/13/03","Acting","Brendan Fraser",33
"685",2003,"model","11/17/03","Media","Heidi Klum",33
"686",2003,"writer","11/18/03","Media","Bernard Goldberg",33
"687",2003,"actor","11/19/03","Acting","James Spader",33
"688",2003,"actor","11/20/03","Acting","Billy Bob Thornton",33
"689",2003,NA,"11/24/03",NA,"Who are the Daily Show? Special",33
"690",2003,"actor","11/3/03","Acting","Kyle MacLachlan",33
"691",2003,"Historian","11/4/03","Academic","Michael Beschloss",33
"692",2003,"stand-up comedian","11/5/03","Comedy","Bob Newhart",33
"693",2003,"actor","11/6/03","Acting","Colin Firth",33
"694",2003,"actor","12/1/03","Acting","Adam Goldberg",33
"695",2003,"us senator","12/10/03","Politician","Sen. Zell Miller",33
"696",2003,"political figure","12/11/03","Politician","Gen. Wesley Clark",33
"697",2003,"actress","12/15/03","Acting","Maggie Gyllenhaal",33
"698",2003,"actor","12/16/03","Acting","Ben Affleck",33
"699",2003,"actress","12/17/03","Acting","Julia Stiles",33
"700",2003,"actress","12/18/03","Acting","Natalie Portman",33
"701",2003,"us senator","12/2/03","Politician","Sen. Tom Daschle",33
"702",2003,"radio host","12/3/03","Media","Alan Colmes",33
"703",2003,"radio host","12/3/03","Media","Sean Hannity",33
"704",2003,"actor","12/4/03","Acting","Alec Baldwin",33
"705",2003,"actress","12/8/03","Acting","Eva Mendes",33
"706",2003,"actor","12/9/03","Acting","Steve Buscemi",33
"707",2003,"journalist","2/10/03","Media","Joe Klein",33
"708",2003,"actress","2/11/03","Acting","Bebe Neuwirth",33
"709",2003,"actor","2/12/03","Acting","Michael Clarke Duncan",33
"710",2003,"actor","2/13/03","Acting","Ben Affleck",33
"711",2003,"Journalist","2/18/03","Media","Steve Kroft",33
"712",2003,"actor","2/19/03","Acting","Jeff Daniels",33
"713",2003,"actor","2/20/03","Acting","Luke Wilson",33
"714",2003,"pastor","2/3/03","Clergy","Doug Wilson",33
"715",2003,"actress","2/4/03","Acting","Kate Hudson",33
"716",2003,"author","2/5/03","Media","Arianna Huffington",33
"717",2003,"commentator","2/6/03","Media","David Frum",33
"718",2003,"correspondent","3/10/03","Media","Les Gelb",33
"719",2003,"stand-up comedian","3/11/03","Comedy","Colin Quinn",33
"720",2003,"former majority leader","3/12/03","Politician","Dick Gephardt",33
"721",2003,"actor","3/13/03","Acting","Tom Cavanagh",33
"722",2003,"historian","3/17/03","Academic","Eric Alterman",33
"723",2003,"actor","3/18/03","Acting","Jason Lee",33
"724",2003,"foreign policy expert","3/19/03","Academic","John Hulsman",33
"725",2003,"actor","3/20/03","Acting","Eddie Griffin",33
"726",2003,"editor","3/24/03","Media","Jim Kelly",33
"727",2003,"actress","3/25/03","Acting","Connie Nielsen",33
"728",2003,"Musician","3/26/03","Musician","Ringo Starr",33
"729",2003,"actress","3/27/03","Acting","Hilary Swank",33
"730",2003,"comedian","3/3/03","Comedy","Eric Idle",33
"731",2003,"comedian","3/31/03","Comedy","Chris Rock",33
"732",2003,"Writer","3/4/03","Media","Walter Isaacson",33
"733",2003,"actor","3/5/03","Acting","Adrien Brody",33
"734",2003,"stand-up comedian","3/6/03","Comedy","David Cross (show hosted by Stephen Colbert)",33
"735",2003,"writer","4/1/03","Media","Anthony Swofford",33
"736",2003,"stand-up comedian","4/10/03","Comedy","Dennis Miller",33
"737",2003,"actress","4/2/03","Acting","Kelly Preston",33
"738",2003,"Film actor","4/21/03","Acting","Patrick Stewart",33
"739",2003,"Film actress","4/22/03","Acting","Rachel Weisz",33
"740",2003,"Comedian","4/23/03","Comedy","Richard Lewis",33
"741",2003,"journalist","4/24/03","Media","Fareed Zakaria",33
"742",2003,"neurosurgeon","4/28/03","Science","Dr Sanjay Gupta",33
"743",2003,"actress","4/29/03","Acting","Julia Louis-Dreyfus",33
"744",2003,"actor","4/3/03","Acting","Colin Farrell",33
"745",2003,"actor","4/30/03","Acting","John Malkovich",33
"746",2003,"political psychologist","4/7/03","Consultant","Martha Burk",33
"747",2003,"actress","4/8/03","Acting","Susan Sarandon",33
"748",2003,"lawyer","4/9/03","Misc","Ambassador David Scheffer",33
"749",2003,"actress","5/1/03","Acting","Famke Janssen",33
"750",2003,"singer","5/12/03","Musician","Randy Jackson",33
"751",2003,"actor","5/13/03","Acting","Joshua Jackson",33
"752",2003,"historian","5/14/03","Academic","Diane Ravitch",33
"753",2003,"Journalist","5/15/03","Media","Michael Kinsley",33
"754",2003,NA,"5/26/03",NA,"Iraq - A Look Baq (or how we learned to stop reporting and love the war)",33
"755",2003,NA,"5/26/03",NA,"Iraq - A Look Baq (or how we learned to stop reporting and love the war)",33
"756",2003,"Commentator","5/27/03","Media","William Kristol",33
"757",2003,"journalist","5/28/03","Media","Lisa Ling",33
"758",2003,"journalist","5/29/03","Media","David Halberstam",33
"759",2003,"commentator","5/5/03","Media","Chris Matthews",33
"760",2003,"author","5/6/03","Media","Caroline Kennedy",33
"761",2003,"television presenter","5/7/03","Media","Graham Norton",33
"762",2003,"actor","5/8/03","Acting","Paul Rudd",33
"763",2003,"Former U.S. Representative","6/10/03","Politician","Newt Gingrich",33
"764",2003,"Journalist","6/11/03","Media","Sidney Blumenthal",33
"765",2003,"Rapper","6/12/03","Musician","Ludacris",33
"766",2003,"actor","6/16/03","Acting","Harrison Ford",33
"767",2003,"writer","6/17/03","Media","Lewis Lapham",33
"768",2003,"singer-songwriter","6/18/03","Musician","Kelly Clarkson",33
"769",2003,"actor","6/19/03","Acting","Ron Livingston",33
"770",2003,"journalist","6/2/03","Media","Bill Hemmer",33
"771",2003,"stand-up comedian","6/3/03","Comedy","Eddie Izzard",33
"772",2003,"Former United States Secretary of State","6/4/03","Politician","Madeleine Albright",33
"773",2003,"Singer","6/5/03","Musician","Tyrese Gibson",33
"774",2003,NA,"6/8/03",NA,"Looking Beyond The Show",33
"775",2003,"actor","6/9/03","Acting","Guy Pearce",33
"776",2003,"american television personality","7/10/03","Media","Carson Daly",33
"777",2003,"actress","7/14/03","Acting","Angelina Jolie",33
"778",2003,"former us senator","7/15/03","Politician","Gary Hart",33
"779",2003,"actor","7/16/03","Acting","Rowan Atkinson",33
"780",2003,"Comedian","7/17/03","Comedy","Martin Lawrence",33
"781",2003,"actress","7/21/03","Acting","Gabrielle Union",33
"782",2003,"actor","7/22/03","Acting","Scott Glenn",33
"783",2003,"author","7/23/03","Media","Dick Morris",33
"784",2003,"diplomat","7/24/03","Government","Joseph C. Wilson",33
"785",2003,"television producer","7/28/03","Media","Paul Teutul Sr. Paul Teutul Jr.",33
"786",2003,"designer","7/28/03","Media","Paul Teutul Sr. Paul Teutul Jr.",33
"787",2003,"journalist","7/29/03","Media","Brian Williams",33
"788",2003,"actress","7/30/03","Acting","Alyson Hannigan",33
"789",2003,"Broadcaster","7/31/03","Media","Soledad O'Brien",33
"790",2003,"Former White House Press Secretary","7/8/03","Political Aide","Tony Snow",33
"791",2003,"author","7/9/03","Media","Erica Jong",33
"792",2003,"actor","8/11/03","Acting","Samuel L. Jackson",33
"793",2003,"actress","8/12/03","Acting","Kim Cattrall",33
"794",2003,"actor","8/13/03","Acting","Paul Giamatti",33
"795",2003,"-","8/14/03",NA,"Again, A Look Back",33
"796",2003,"columnist","8/18/03","Media","Jim Hightower",33
"797",2003,"actress","8/19/03","Acting","Cynthia Nixon",33
"798",2003,"Puzzle Creator","8/20/03","Media","Will Shortz",33
"799",2003,"former us representative","8/21/03","Politician","Dennis Kucinich",33
"800",2003,"actor","8/4/03","Acting","Denis Leary",33
"801",2003,"musician","8/5/03","Musician","John Popper",33
"802",2003,"actor","8/6/03","Acting","Robert Duvall",33
"803",2003,"television actress","8/7/03","Acting","Tracey Ullman",33
"804",2003,NA,"9/1/03",NA,"I'm a Correspondent, Please Don't Fire Me!",33
"805",2003,"actress","9/10/03","Acting","Kate Beckinsale",33
"806",2003,NA,"9/11/03",NA,"No Guest",33
"807",2003,"us senator","9/15/03","Politician","Sen. John Edwards",33
"808",2003,"actor","9/15/03","Acting","Cuba Gooding, Jr.",33
"809",2003,"Former United States Secretary of State","9/16/03","Politician","Madeleine Albright",33
"810",2003,"actor","9/17/03","Acting","Charlie Sheen",33
"811",2003,"actress","9/18/03","Acting","Christina Ricci",33
"812",2003,"actor","9/23/03","Acting","Michael Caine",33
"813",2003,"actor","9/24/03","Acting","Ben Stiller",33
"814",2003,"columnist","9/25/03","Media","Jonah Goldberg",33
"815",2003,"actor","9/29/03","Acting","Jack Black",33
"816",2003,"former us representative","9/30/03","Politician","Joe Scarborough",33
"817",2003,"united states senator","9/9/03","Politician","Al Franken",33
"818",2004,"Comedian","1/12/04","Comedy","Richard Lewis",34
"819",2004,"scientist","1/13/04","Science","Catherine Weitz",34
"820",2004,"former us senator","1/14/04","Politician","Carol Moseley-Braun",34
"821",2004,"vice president","1/15/04","Politician","Joe Biden",34
"822",2004,"actor","1/19/04","Acting","Philip Seymour Hoffman",34
"823",2004,"comedian","1/20/04","Comedy","Jeff Garlin",34
"824",2004,"us senator","1/21/04","Politician","Sen. John McCain",34
"825",2004,"actress","1/22/04","Acting","Erika Christensen",34
"826",2004,"writer","1/26/04","Media","Ken Auletta",34
"827",2004,"Political Scientist","1/27/04","Consultant","Richard Perle",34
"828",2004,"former governor of new jersey","1/28/04","Politician","Christine Todd Whitman",34
"829",2004,"actor","1/29/04","Acting","Kelsey Grammer",34
"830",2004,"Journalist","1/6/04","Media","Tom Brokaw",34
"831",2004,"actor","1/7/04","Acting","Elijah Wood",34
"832",2004,"actress","1/8/04","Acting","Charlize Theron",34
"833",2004,"us representative","10/18/04","Politician","Ed Koch",34
"834",2004,"actress","10/19/04","Acting","Marisa Tomei",34
"835",2004,"journalist","10/20/04","Media","Fareed Zakaria",34
"836",2004,"actor","10/21/04","Acting","Billy Crudup",34
"837",2004,"Former United States Secretary of State","10/25/04","Politician","Madeleine Albright",34
"838",2004,"former governor of nebraska","10/26/04","Politician","Bob Kerrey",34
"839",2004,"civil rights activist","10/27/04","Advocacy","Jesse Jackson",34
"840",2004,"author","10/28/04","Media","John Zogby",34
"841",2004,"social activist","10/4/04","Advocacy","Bishop Desmond Tutu",34
"842",2004,"actor","10/5/04","Acting","Billy Bob Thornton",34
"843",2004,"journalist","10/6/04","Media","Bob Schieffer",34
"844",2004,"television host","10/7/04","Media","Bill O'Reilly",34
"845",2004,"television host","11/1/04","Media","Chris Wallace",34
"846",2004,"Author","11/10/04","Media","Tom Wolfe",34
"847",2004,"analyst","11/11/04","Consultant","Kenneth Pollack",34
"848",2004,"former us senator","11/15/04","Politician","Kay Bailey Hutchison",34
"849",2004,"Journalist","11/16/04","Media","Tom Brokaw",34
"850",2004,"Historian","11/17/04","Academic","Thomas Frank",34
"851",2004,"actor","11/18/04","Acting","Woody Harrelson",34
"852",2004,"former govrnor of masssachusetts","11/2/04","Politician","William Weld & Al Sharpton",34
"853",2004,"minister","11/2/04","Clergy","William Weld & Al Sharpton",34
"854",2004,"actor","11/29/04","Acting","Jude Law",34
"855",2004,"us senator","11/3/04","Politician","Sen. Charles Schumer",34
"856",2004,"journalist","11/30/04","Media","Brian Williams",34
"857",2004,"Commentator","11/4/04","Media","William Kristol",34
"858",2004,"Businessman","11/9/04","Business","Richard Branson",34
"859",2004,"author","12/1/04","Media","Christopher Hitchens",34
"860",2004,"actor","12/13/04","Acting","Kevin Spacey",34
"861",2004,"diplomat","12/14/04","Government","Dore Gold",34
"862",2004,"comedian","12/15/04","Comedy","Billy Connolly",34
"863",2004,"journalist","12/16/04","Media","Katie Couric",34
"864",2004,"Author","12/2/04","Media","Stephen King",34
"865",2004,"actress","12/6/04","Acting","Isabella Rossellini",34
"866",2004,"Baseball player","12/7/04","Athletics","Paul O'Neill",34
"867",2004,"Writer","12/8/04","Media","Seth Mnookin",34
"868",2004,"actress","12/9/04","Acting","Kate Bosworth",34
"869",2004,"comedian","2/10/04","Comedy","Dave Chappelle",34
"870",2004,"actor","2/11/04","Acting","Paul Rudd",34
"871",2004,"actress","2/12/04","Acting","Drew Barrymore",34
"872",2004,"singer","2/2/04","Musician","Randy Jackson",34
"873",2004,"television Personality","2/23/04","Media","Tyra Banks",34
"874",2004,"writer","2/24/04","Media","John Podhoretz",34
"875",2004,"Singer-songwriter","2/25/04","Musician","Norah Jones",34
"876",2004,"actor","2/26/04","Acting","Samuel L. Jackson",34
"877",2004,"business magnate","2/3/04","Business","Donald Trump",34
